Replication,Method,Quantile_Index,Quantile_Value,Estimated_ATE,Estimated_SD_CATE,Mean_Y0,Mean_Y1
0,DQRP,10,0.55,-0.8347138166427612,2.9915828704833984,28.687305450439453,27.85259246826172
0,DQRP,11,0.6,-0.8432987332344055,2.9974205493927,28.722854614257812,27.879560470581055
0,DQRP,12,0.65,-0.8519017100334167,3.003363847732544,28.758567810058594,27.906665802001953
0,DQRP,13,0.7,-0.8605270385742188,3.0094082355499268,28.79444694519043,27.93391990661621
0,DQRP,14,0.75,-0.8691784143447876,3.0155603885650635,28.83051300048828,27.961332321166992
0,DQRP,15,0.8,-0.8778602480888367,3.0218141078948975,28.866771697998047,27.98891258239746
0,DQRP,16,0.85,-0.8865763545036316,3.02817702293396,28.903240203857422,28.016664505004883
0,DQRP,17,0.9,-0.8953307271003723,3.034649610519409,28.939924240112305,28.04459571838379
0,DQRP,18,0.95,-0.9041272401809692,3.0412347316741943,28.976842880249023,28.072715759277344
0,Forest,0,0.05,-0.63912232550389,0.3177082530613256,26.39196172770938,25.75283940220549
0,Forest,1,0.1,-0.6329162750159336,0.2700775551414836,26.85610095356634,26.22318467855041
0,Forest,2,0.15,-0.6332862740058094,0.2487359939498948,27.172554369124867,26.53926809511906
0,Forest,3,0.2,-0.6315744536865292,0.23912839206918046,27.424417976888606,26.792843523202077
0,Forest,4,0.25,-0.6283570942872947,0.2326825536035586,27.639828249218525,27.011471154931225
0,Forest,5,0.3,-0.6237920222897797,0.22866297391809126,27.832958202466067,27.20916618017629
0,Forest,6,0.35,-0.621504264440739,0.22645273637939467,28.013026085961155,27.391521821520413
0,Forest,7,0.4,-0.6205250351629897,0.22608577151561662,28.185518221856356,27.564993186693368
0,Forest,8,0.45,-0.6196410622606496,0.22607949099522562,28.353615096355426,27.73397403409478
0,Forest,9,0.5,-0.6171276960332618,0.22689013173504774,28.51864321373194,27.901515517698677
0,Forest,10,0.55,-0.6147306640827102,0.22816362890688044,28.68497645622479,28.070245792142074
0,Forest,11,0.6,-0.6114099541988363,0.2301391100864017,28.853542214662593,28.242132260463755
0,Forest,12,0.65,-0.6087802154619159,0.2324516812316354,29.029057851094485,28.420277635632573
0,Forest,13,0.7,-0.6076654787421588,0.23484189255465782,29.214908933950607,28.607243455208447
0,Forest,14,0.75,-0.6098928296741393,0.23995434782489286,29.41639910329202,28.806506273617874
0,Forest,15,0.8,-0.6144982323625228,0.24673549327228222,29.641253980740906,29.026755748378385
0,Forest,16,0.85,-0.617532355060593,0.2606539406478747,29.901578632560447,29.28404627749985
0,Forest,17,0.9,-0.6146076404944693,0.2846831316046216,30.226785758435227,29.612178117940758
0,Forest,18,0.95,-0.5983616528183023,0.33540630921338255,30.700660035436663,30.10229838261836
1,Linear,0,0.05,-0.8145739996955875,0.23390034900129536,26.995017272944803,26.180443273249214
1,Linear,1,0.1,-0.82225534191024,0.23016815480304817,27.347481735501972,26.52522639359173
1,Linear,2,0.15,-0.8203559412429011,0.1751762433331492,27.59769394822294,26.777338006980038
1,Linear,3,0.2,-0.8074379180279387,0.15691480448431167,27.788063957531993,26.98062603950406
1,Linear,4,0.25,-0.8033934912400508,0.1466719315527155,27.953794944231962,27.15040145299191
1,Linear,5,0.3,-0.8039147234252425,0.1353211884478808,28.1047972812386,27.300882557813363
1,Linear,6,0.35,-0.8129576257342219,0.13481038063695588,28.24662078511573,27.433663159381506
1,Linear,7,0.4,-0.8059383470945782,0.1274505825553675,28.374971744233466,27.56903339713889
1,Linear,8,0.45,-0.7941816427429648,0.12667114829398213,28.49746618792491,27.703284545181944
1,Linear,9,0.5,-0.7924409948584358,0.12003553644979109,28.618594330654535,27.826153335796096
1,Linear,10,0.55,-0.7892697752005975,0.1509747049467081,28.74290514618043,27.953635370979836
1,Linear,11,0.6,-0.7941846077582326,0.15070817261689884,28.870975380326065,28.07679077256784
1,Linear,12,0.65,-0.7953145941196776,0.15774662801411296,29.003416737738092,28.20810214361842
1,Linear,13,0.7,-0.7932876302696469,0.13655113839390734,29.141604898157677,28.34831726788803
1,Linear,14,0.75,-0.7961388905338026,0.16192065526545008,29.297923320784793,28.501784430250993
1,Linear,15,0.8,-0.7933344565619649,0.14298740672763954,29.46141496800066,28.6680805114387
1,Linear,16,0.85,-0.7875131477138534,0.1709598715042103,29.65423619339004,28.86672304567619
1,Linear,17,0.9,-0.7950373475979555,0.19107697536366552,29.907438049369766,29.112400701771808
1,Linear,18,0.95,-0.805583468752778,0.2532701825178963,30.277289190232636,29.47170572147986
1,VDQR,0,0.05,-0.7824170589447021,1.1970431804656982,28.598194122314453,27.81577491760254
1,VDQR,1,0.1,-0.7840735912322998,1.1971515417099,28.604345321655273,27.82027244567871
1,VDQR,2,0.15,-0.7850231528282166,1.1970478296279907,28.607961654663086,27.822940826416016
1,VDQR,3,0.2,-0.7852551341056824,1.1970078945159912,28.61054229736328,27.825286865234375
1,VDQR,4,0.25,-0.7852455973625183,1.1970977783203125,28.612272262573242,27.827024459838867
1,VDQR,5,0.3,-0.7851063013076782,1.1971534490585327,28.613964080810547,27.828859329223633
1,VDQR,6,0.35,-0.7854680418968201,1.1971824169158936,28.615833282470703,27.83036231994629
1,VDQR,7,0.4,-0.7856522798538208,1.197175145149231,28.61758804321289,27.83193588256836
1,VDQR,8,0.45,-0.7856892943382263,1.1972345113754272,28.619253158569336,27.83356285095215
1,VDQR,9,0.5,-0.7851706147193909,1.1972843408584595,28.620838165283203,27.83566665649414
1,VDQR,10,0.55,-0.7860580682754517,1.197245717048645,28.62271499633789,27.836654663085938
1,VDQR,11,0.6,-0.7859618067741394,1.197250485420227,28.624391555786133,27.838430404663086
1,VDQR,12,0.65,-0.7861074209213257,1.197242259979248,28.62628936767578,27.840179443359375
1,VDQR,13,0.7,-0.7872524261474609,1.1972272396087646,28.628868103027344,27.841615676879883
1,VDQR,14,0.75,-0.7870799899101257,1.1971765756607056,28.630420684814453,27.843338012695312
1,VDQR,15,0.8,-0.7871227264404297,1.1971874237060547,28.632980346679688,27.845857620239258
1,VDQR,16,0.85,-0.7868090867996216,1.1972016096115112,28.635194778442383,27.848384857177734
1,VDQR,17,0.9,-0.786288857460022,1.1972002983093262,28.637798309326172,27.85150909423828
1,VDQR,18,0.95,-0.7873392701148987,1.197160243988037,28.6441650390625,27.85682487487793
1,NQNet,0,0.05,-0.809935450553894,1.1934090852737427,28.607452392578125,27.797517776489258
1,NQNet,1,0.1,-0.8102632761001587,1.1945056915283203,28.614242553710938,27.803979873657227
1,NQNet,2,0.15,-0.8098938465118408,1.194868803024292,28.617589950561523,27.807697296142578
1,NQNet,3,0.2,-0.810497522354126,1.1950377225875854,28.621702194213867,27.811203002929688
1,NQNet,4,0.25,-0.8099393248558044,1.1952372789382935,28.62215232849121,27.812211990356445
1,NQNet,5,0.3,-0.8119230270385742,1.1950784921646118,28.62582015991211,27.813894271850586
1,NQNet,6,0.35,-0.8091232776641846,1.1951918601989746,28.62582015991211,27.81669807434082
1,NQNet,7,0.4,-0.8129801750183105,1.1952476501464844,28.629680633544922,27.816701889038086
1,NQNet,8,0.45,-0.8092972636222839,1.1952143907546997,28.629682540893555,27.820384979248047
1,NQNet,9,0.5,-0.8125014901161194,1.1953108310699463,28.63289451599121,27.820392608642578
1,NQNet,10,0.55,-0.8125009536743164,1.1953109502792358,28.632898330688477,27.82039451599121
1,NQNet,11,0.6,-0.8111786842346191,1.1951929330825806,28.6363468170166,27.825170516967773
1,NQNet,12,0.65,-0.8111758828163147,1.1951926946640015,28.636350631713867,27.825172424316406
1,NQNet,13,0.7,-0.8152023553848267,1.1952913999557495,28.640380859375,27.825178146362305
1,NQNet,14,0.75,-0.8104768991470337,1.1952661275863647,28.640382766723633,27.82990837097168
1,NQNet,15,0.8,-0.8142716288566589,1.195119023323059,28.644514083862305,27.830242156982422
1,NQNet,16,0.85,-0.8125346899032593,1.195029377937317,28.64577293395996,27.833236694335938
1,NQNet,17,0.9,-0.8133384585380554,1.1945923566818237,28.65059471130371,27.83725929260254
1,NQNet,18,0.95,-0.8129317164421082,1.1936523914337158,28.656967163085938,27.844032287597656
1,DQR,0,0.05,-0.7130464315414429,1.0564404726028442,28.146984100341797,27.433940887451172
1,DQR,1,0.1,-0.8008370399475098,1.149135708808899,28.551170349121094,27.750329971313477
1,DQR,2,0.15,-0.8129129409790039,1.1607147455215454,28.587970733642578,27.775056838989258
1,DQR,3,0.2,-0.813987672328949,1.1633837223052979,28.595325469970703,27.781335830688477
1,DQR,4,0.25,-0.814715564250946,1.1644351482391357,28.5987548828125,27.78403663635254
1,DQR,5,0.3,-0.815218448638916,1.1650360822677612,28.600954055786133,27.785734176635742
1,DQR,6,0.35,-0.8146414756774902,1.165333867073059,28.601741790771484,27.787099838256836
1,DQR,7,0.4,-0.8151018619537354,1.1658270359039307,28.604171752929688,27.78907012939453
1,DQR,8,0.45,-0.8150816559791565,1.1658309698104858,28.604177474975586,27.789094924926758
1,DQR,9,0.5,-0.8148948550224304,1.1662777662277222,28.606672286987305,27.79177474975586
1,DQR,10,0.55,-0.8175660967826843,1.1664592027664185,28.609344482421875,27.79177474975586
1,DQR,11,0.6,-0.8150609135627747,1.1665757894515991,28.609344482421875,27.79428482055664
1,DQR,12,0.65,-0.8150612711906433,1.1665761470794678,28.609344482421875,27.79428482055664
1,DQR,13,0.7,-0.8163766264915466,1.1669152975082397,28.614412307739258,27.798036575317383
1,DQR,14,0.75,-0.8163765072822571,1.1669152975082397,28.614412307739258,27.798036575317383
1,DQR,15,0.8,-0.8177385330200195,1.1671916246414185,28.619192123413086,27.80145263671875
1,DQR,16,0.85,-0.815660834312439,1.1671676635742188,28.61919593811035,27.803531646728516
1,DQR,17,0.9,-0.8169432282447815,1.167439579963684,28.62559700012207,27.808652877807617
1,DQR,18,0.95,-0.8170343041419983,1.167904257774353,28.63384246826172,27.816810607910156
1,DQRP,0,0.05,-0.8465630412101746,1.3150469064712524,28.343442916870117,27.496877670288086
1,DQRP,1,0.1,-0.842332661151886,1.3147666454315186,28.375755310058594,27.53342056274414
1,DQRP,2,0.15,-0.8381086587905884,1.3148977756500244,28.408151626586914,27.57004165649414
1,DQRP,3,0.2,-0.8338819742202759,1.31544029712677,28.440650939941406,27.606769561767578
1,DQRP,4,0.25,-0.8296441435813904,1.3163933753967285,28.4732608795166,27.64361572265625
1,DQRP,5,0.3,-0.8253864645957947,1.3177573680877686,28.50599479675293,27.68061065673828
1,DQRP,6,0.35,-0.8210984468460083,1.319533348083496,28.53887176513672,27.7177734375
1,DQRP,7,0.4,-0.8167681097984314,1.321722149848938,28.5718994140625,27.7551326751709
1,DQRP,8,0.45,-0.8123835921287537,1.3243249654769897,28.6050968170166,27.792715072631836
1,DQRP,9,0.5,-0.807931661605835,1.3273423910140991,28.638471603393555,27.83053970336914
1,DQRP,10,0.55,-0.8033996820449829,1.3307757377624512,28.672035217285156,27.868637084960938
1,DQRP,11,0.6,-0.7987738251686096,1.3346261978149414,28.7058048248291,27.907028198242188
1,DQRP,12,0.65,-0.794040322303772,1.3388946056365967,28.739788055419922,27.94574737548828
1,DQRP,13,0.7,-0.789185643196106,1.3435816764831543,28.77399444580078,27.98480987548828
1,DQRP,14,0.75,-0.784195601940155,1.3486889600753784,28.80844497680664,28.024250030517578
1,DQRP,15,0.8,-0.7790552973747253,1.3542176485061646,28.843141555786133,28.0640869140625
1,DQRP,16,0.85,-0.7737497091293335,1.3601694107055664,28.87810707092285,28.10435676574707
1,DQRP,17,0.9,-0.7682632207870483,1.3665460348129272,28.91334342956543,28.145076751708984
1,DQRP,18,0.95,-0.7625797390937805,1.3733493089675903,28.948862075805664,28.1862850189209
1,Forest,0,0.05,-0.6388532467640746,0.319291774463988,26.391714745795536,25.75286149903146
1,Forest,1,0.1,-0.6344517417414951,0.2712346776543339,26.856821390414947,26.222369648673446
1,Forest,2,0.15,-0.6383429774624112,0.25058537124457353,27.1749038555171,26.536560878054686
1,Forest,3,0.2,-0.6392490258398242,0.24125846333683365,27.42778988922425,26.788540863384426
1,Forest,4,0.25,-0.6385520399169481,0.23688146781220082,27.643993372578375,27.005441332661427
1,Forest,5,0.3,-0.6344939863018166,0.233600140173868,27.837055395780094,27.20256140947828
1,Forest,6,0.35,-0.6307078369022115,0.2314364068389798,28.016538275944676,27.38583043904246
1,Forest,7,0.4,-0.6256350055344426,0.2313591763844408,28.18621338396227,27.560578378427834
1,Forest,8,0.45,-0.6216556947436949,0.23191476783762355,28.352385411175856,27.73072971643216
1,Forest,9,0.5,-0.619280245486777,0.23217977772020554,28.51798742444788,27.898707178961104
1,Forest,10,0.55,-0.616937138145323,0.23258631634928387,28.684400727321535,28.067463589176207
1,Forest,11,0.6,-0.6147633517925382,0.23366981511637128,28.853056090228883,28.238292738436353
1,Forest,12,0.65,-0.6130128964200532,0.2360579975736703,29.027036026065144,28.414023129645084
1,Forest,13,0.7,-0.6122901096749817,0.23953461408776652,29.211500477460845,28.59921036778586
1,Forest,14,0.75,-0.6139313392422772,0.24429734061059705,29.41192131225102,28.79798997300874
1,Forest,15,0.8,-0.6153475884188789,0.25156187330095064,29.635055260516623,29.01970767209775
1,Forest,16,0.85,-0.6184684939832011,0.2644136112915491,29.895328605375543,29.27686011139234
1,Forest,17,0.9,-0.6195647539882483,0.2903309395080839,30.22325917112634,29.603694417138094
1,Forest,18,0.95,-0.6077663418161383,0.3467002294577099,30.706261972537316,30.098495630721175
2,Linear,0,0.05,-0.7990533901296728,0.22280642078500199,26.97540488625523,26.176351496125562
2,Linear,1,0.1,-0.7992754817006338,0.18590869087003925,27.331906862647905,26.532631380947276
2,Linear,2,0.15,-0.8091198080043303,0.16821520983558771,27.58585767049936,26.77673786249503
2,Linear,3,0.2,-0.8012382280155768,0.167566239174669,27.77647502574142,26.97523679772584
2,Linear,4,0.25,-0.8043275606000043,0.16346653676821102,27.94855375123744,27.14422619063744
2,Linear,5,0.3,-0.8032519536530262,0.1617106943697226,28.097786016849344,27.294534063196323
2,Linear,6,0.35,-0.8080461170341491,0.12979044810476617,28.23901952425415,27.43097340722
2,Linear,7,0.4,-0.8092614476375454,0.12967321541455148,28.370046530996706,27.560785083359157
2,Linear,8,0.45,-0.8061326700279622,0.12462979884353514,28.494441492026635,27.68830882199867
2,Linear,9,0.5,-0.8074247916633709,0.12498094734131743,28.619323366636998,27.81189857497363
2,Linear,10,0.55,-0.8073421678430637,0.11971452659109985,28.742202296111696,27.934860128268635
2,Linear,11,0.6,-0.804902099840572,0.12122289767420248,28.869225632754997,28.064323532914425
2,Linear,12,0.65,-0.7986518081574954,0.15657124919448237,28.999679139205753,28.201027331048255
2,Linear,13,0.7,-0.8033337185060604,0.13818450563694387,29.141594029409944,28.338260310903884
2,Linear,14,0.75,-0.809953998847484,0.1349767170815967,29.299940066206116,28.489986067358636
2,Linear,15,0.8,-0.797711992533801,0.17390177400628629,29.467429507111213,28.669717514577414
2,Linear,16,0.85,-0.7993014078765703,0.17467804675761958,29.657205330822798,28.857903922946225
2,Linear,17,0.9,-0.8035507358927791,0.19909346681492857,29.90450064977658,29.100949913883806
2,Linear,18,0.95,-0.8144049982336604,0.24834408023067572,30.26916110190841,29.454756103674747
2,VDQR,0,0.05,-0.7854340672492981,1.1818509101867676,28.581132888793945,27.795698165893555
2,VDQR,1,0.1,-0.7854938507080078,1.181954264640808,28.58618927001953,27.800697326660156
2,VDQR,2,0.15,-0.786255419254303,1.1819548606872559,28.58985710144043,27.803604125976562
2,VDQR,3,0.2,-0.786208987236023,1.1818667650222778,28.59253692626953,27.80632972717285
2,VDQR,4,0.25,-0.7863330245018005,1.1819257736206055,28.594572067260742,27.808242797851562
2,VDQR,5,0.3,-0.7855650782585144,1.1819111108779907,28.595956802368164,27.810394287109375
2,VDQR,6,0.35,-0.7852542400360107,1.1817935705184937,28.59787940979004,27.8126277923584
2,VDQR,7,0.4,-0.7849435210227966,1.1818960905075073,28.599315643310547,27.814373016357422
2,VDQR,8,0.45,-0.7849757075309753,1.1819034814834595,28.601158142089844,27.816184997558594
2,VDQR,9,0.5,-0.7848201394081116,1.1820151805877686,28.602569580078125,27.817752838134766
2,VDQR,10,0.55,-0.7850275635719299,1.182053804397583,28.60445785522461,27.819427490234375
2,VDQR,11,0.6,-0.7849503755569458,1.1820135116577148,28.60613441467285,27.821184158325195
2,VDQR,12,0.65,-0.78447026014328,1.1820071935653687,28.607614517211914,27.82314682006836
2,VDQR,13,0.7,-0.7848014831542969,1.1820372343063354,28.60942840576172,27.824626922607422
2,VDQR,14,0.75,-0.7848052978515625,1.182015299797058,28.611328125,27.826522827148438
2,VDQR,15,0.8,-0.7848554849624634,1.1819161176681519,28.613245010375977,27.82839012145996
2,VDQR,16,0.85,-0.7848609089851379,1.1819140911102295,28.616249084472656,27.831392288208008
2,VDQR,17,0.9,-0.7864386439323425,1.1819992065429688,28.620384216308594,27.833948135375977
2,VDQR,18,0.95,-0.7848976850509644,1.1818100214004517,28.62398338317871,27.83908462524414
2,NQNet,0,0.05,-0.7981131076812744,1.1848279237747192,28.595535278320312,27.797422409057617
2,NQNet,1,0.1,-0.7977241277694702,1.186130166053772,28.601991653442383,27.804264068603516
2,NQNet,2,0.15,-0.7972114682197571,1.186711072921753,28.605928421020508,27.808717727661133
2,NQNet,3,0.2,-0.7985668778419495,1.1866825819015503,28.609163284301758,27.810598373413086
2,NQNet,4,0.25,-0.7970240712165833,1.1870864629745483,28.610157012939453,27.813135147094727
2,NQNet,5,0.3,-0.797726035118103,1.1869618892669678,28.613130569458008,27.815404891967773
2,NQNet,6,0.35,-0.7977190017700195,1.1869616508483887,28.61313247680664,27.815412521362305
2,NQNet,7,0.4,-0.7973647117614746,1.1871238946914673,28.616851806640625,27.819490432739258
2,NQNet,8,0.45,-0.797359049320221,1.1871240139007568,28.616851806640625,27.819494247436523
2,NQNet,9,0.5,-0.8003069758415222,1.187005639076233,28.619808197021484,27.819501876831055
2,NQNet,10,0.55,-0.7965684533119202,1.1869903802871704,28.619808197021484,27.823238372802734
2,NQNet,11,0.6,-0.7996935248374939,1.1870487928390503,28.622934341430664,27.823240280151367
2,NQNet,12,0.65,-0.7968487739562988,1.1871100664138794,28.622934341430664,27.826087951660156
2,NQNet,13,0.7,-0.8005425930023193,1.18709397315979,28.626676559448242,27.82613182067871
2,NQNet,14,0.75,-0.7974781394004822,1.1871391534805298,28.626710891723633,27.8292293548584
2,NQNet,15,0.8,-0.7998720407485962,1.1869065761566162,28.630464553833008,27.830589294433594
2,NQNet,16,0.85,-0.7985862493515015,1.1868655681610107,28.631881713867188,27.833297729492188
2,NQNet,17,0.9,-0.7986630201339722,1.18644380569458,28.63614273071289,27.837480545043945
2,NQNet,18,0.95,-0.7981348633766174,1.1855610609054565,28.642642974853516,27.844505310058594
2,DQR,0,0.05,-0.8620820045471191,1.0468868017196655,28.197940826416016,27.335857391357422
2,DQR,1,0.1,-0.8165372610092163,1.1355074644088745,28.53819465637207,27.721654891967773
2,DQR,2,0.15,-0.8154655694961548,1.1456880569458008,28.565645217895508,27.75018310546875
2,DQR,3,0.2,-0.8153303265571594,1.148064374923706,28.572057723999023,27.75672721862793
2,DQR,4,0.25,-0.8151594400405884,1.1490297317504883,28.574907302856445,27.759750366210938
2,DQR,5,0.3,-0.8151681423187256,1.149580717086792,28.57680320739746,27.761634826660156
2,DQR,6,0.35,-0.8149051666259766,1.1500697135925293,28.578514099121094,27.76361083984375
2,DQR,7,0.4,-0.8159199357032776,1.1502370834350586,28.5797176361084,27.763795852661133
2,DQR,8,0.45,-0.8132842779159546,1.1504765748977661,28.579723358154297,27.766437530517578
